gname,pragma,acutal-perf,predicted-perf,acutal-util-LUT,predicted-util-LUT,acutal-util-FF,predicted-util-FF,acutal-util-DSP,predicted-util-DSP,acutal-util-BRAM,predicted-util-BRAM
bicg-medium,64.0-8.0-32.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.9007577896118164,0.0,0.3034467399120331,0.0,0.3612298369407654,0.0,1.0152978897094727,0.0,0.21225035190582275
bicg-medium,32.0-1.0-8.0-1.0-8.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.545849323272705,0.0,0.03920217603445053,0.0,0.028120622038841248,0.0,0.010191261768341064,0.0,0.1150183379650116
bicg-medium,64.0-410.0-4.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.4296796321868896,0.0,0.05856212228536606,0.0,0.021460995078086853,0.0,0.01613938808441162,0.0,0.04309278726577759
bicg-medium,15.0-410.0-32.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.726597785949707,0.0,0.07020910829305649,0.0,0.020869120955467224,0.0,0.012537240982055664,0.0,0.2506783604621887
bicg-medium,390.0-1.0-8.0-1.0-410.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.3494718074798584,0.05999999865889549,0.02767624706029892,0.03999999910593033,0.012270495295524597,0.009999999776482582,0.007853329181671143,0.07999999821186066,0.08115100860595703
bicg-medium,4.0-1.0-8.0-50.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.5903940200805664,0.0,0.02767225354909897,0.0,0.018322452902793884,0.0,0.021434247493743896,0.0,0.09983253479003906
bicg-medium,1.0-4.0-1.0-100.0-4.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.936610698699951,0.7699999809265137,0.7980111241340637,0.6700000166893005,0.6941733956336975,1.0,0.9746687412261963,1.4700000286102295,1.4618935585021973
bicg-medium,64.0-8.0-4.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.5858678817749023,0.0,0.2841005325317383,0.0,0.4069722294807434,0.0,0.9910896420478821,0.0,0.25683337450027466
bicg-medium,5.0-2.0-64.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.6544406414031982,0.0,0.051490508019924164,0.0,0.025913581252098083,0.0,0.02750629186630249,0.0,0.5109550952911377
bicg-medium,8.0-4.0-4.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.3672056198120117,0.0,0.11559661477804184,0.0,0.08427087962627411,0.0,0.04192560911178589,0.0,0.08929014205932617
