ids,valid,predicted-perf,predicted-util-LUT,predicted-util-DSP,predicted-util-FF,predicted-util-BRAM
2578,True,1.306551814079285,0.1719473302364349,0.1137585639953613,0.072141483426094,0.082081913948059
2579,True,0.487669825553894,0.1550909578800201,0.136633038520813,0.1088740676641464,0.0665547251701355
2580,True,0.3445026874542236,2.151364088058472,3.9250142574310303,1.4393279552459717,-0.0057709543034434
2581,True,1.03642475605011,0.2025751769542694,0.0962879061698913,0.0723211914300918,0.0400074422359466
2582,True,0.4116523265838623,2.4875295162200928,3.867628335952759,1.411351203918457,-0.01332613453269
2583,True,-0.1603662967681884,0.2518912553787231,0.4227031767368316,0.1251502484083175,0.2406245470046997
2584,True,0.3652801513671875,0.148575097322464,0.1588364839553833,0.1161871403455734,0.0573378801345825
2585,True,0.3510124087333679,2.8235020637512207,3.659315347671509,1.399111270904541,0.0275223851203918
2586,True,1.2111748456954956,0.1832142174243927,0.1358370780944824,0.0642613023519516,0.0417917966842651
2587,True,0.3948565125465393,0.1613172590732574,0.1366459131240844,0.1125887483358383,0.0106084942817687
2588,True,0.8352935314178467,0.1477662622928619,0.0512389540672302,0.1502935737371444,0.0660849213600158
2589,True,1.6024188995361328,0.1865985691547393,0.1673499345779419,0.0717731565237045,0.0628221035003662
2590,True,0.3634073138236999,0.1319288313388824,0.1933115720748901,0.1133875101804733,0.0600478649139404
2591,True,0.3961261510848999,0.1606223881244659,0.122670292854309,0.0878286212682724,0.0411130189895629
2592,True,-0.031596764922142,2.592679977416992,3.580298662185669,1.3655457496643066,0.0581147968769073
2593,True,0.4955523610115051,2.168906688690185,3.8069021701812735,1.4482581615447998,-0.0150860212743282
2594,True,1.6733425855636597,0.1842823922634124,0.1618278622627258,0.0684063285589218,0.064621090888977
2595,True,0.8082512617111206,0.1703889667987823,0.083484411239624,0.1484232395887375,0.075487196445465
2596,True,0.3079316616058349,0.0990538224577903,0.1782023906707763,0.0884426683187484,0.0247123837471008
2597,True,0.0852199643850326,0.2986310720443725,0.2840620279312134,0.1536870449781417,0.1302222311496734
2598,True,1.6604503393173218,0.1536253988742828,0.1420338749885559,0.0688139647245407,0.0455266833305358
2599,True,0.3090061545372009,0.1181877478957176,0.1784274578094482,0.0973241478204727,0.0152617394924163
2600,True,1.3875930309295654,0.1463335454463958,0.1229510307312011,0.0640280693769455,0.0544695854187011
2601,True,1.6142810583114624,0.1697800457477569,0.093501329421997,0.0676842778921127,0.0565584599971771
2602,True,1.860085248947144,0.4641937613487243,0.7559739351272583,0.300672709941864,0.1125955581665039
2603,True,-0.0153879113495349,0.3446417450904846,0.4328739941120147,0.1722191423177719,0.1764413118362426
