ids,valid,predicted-perf,predicted-util-LUT,predicted-util-DSP,predicted-util-FF,predicted-util-BRAM
1959,True,2.433206081390381,0.1604744493961334,0.1286228895187378,0.070237323641777,0.1808596849441528
1960,True,2.264024496078491,0.2485259473323822,0.0990858078002929,0.1129959672689437,0.1496553719043731
1961,True,2.419344902038574,0.1240810975432396,0.1027103662490844,0.0609294027090072,0.1834925413131714
1962,True,2.160247564315796,0.1289824545383453,0.0946480631828308,0.0822924226522445,0.0786271691322326
1963,True,2.570520401000977,0.1406144201755523,0.0842543244361877,0.0666947811841964,0.1887041926383972
1964,True,2.492164134979248,0.2237564027309417,0.1405982971191406,0.1090082079172134,0.069432646036148
1965,True,2.50637149810791,0.2211690843105316,0.1727797985076904,0.1074578016996383,0.0928378999233245
1966,True,2.386382579803467,0.2662312090396881,0.4455129206180572,0.0974938124418258,0.202472984790802
1967,True,3.4941623210906982,0.7114508748054504,0.7396530508995056,0.5017006397247314,0.1201888918876648
1968,True,2.604635238647461,0.1398611962795257,0.072180151939392,0.0472229570150375,0.1678590178489685
1969,True,2.455751180648804,0.1246773228049278,0.1053231954574585,0.0622800439596176,0.1867101192474365
1970,True,1.3540586233139038,0.0462897643446922,0.0279450416564941,0.0023134797811508,0.067380666732788
1971,True,2.4903156757354736,0.2220812737941742,0.2755115628242492,0.1044201701879501,0.0868908762931823
1972,True,2.470388412475586,0.1152650341391563,0.0947603583335876,0.0632568448781967,0.083524078130722
1973,True,1.1650428771972656,0.0321617349982261,0.0147215127944946,0.0082451552152633,0.1425139307975769
1974,True,2.366877794265747,0.1975379884243011,0.1663315296173095,0.0878040045499801,0.0737872421741485
1975,True,2.5670976638793945,0.1296665370464325,0.0773877501487732,0.0581903308629989,0.1865319013595581
1976,True,2.7815608978271484,0.1688134372234344,0.1484655141830444,0.0938379615545272,0.4132875502109527
1977,True,3.576469898223877,0.6379008889198303,0.674972414970398,0.4530069828033447,0.1038440763950347
1978,True,2.106440782546997,0.3300917446613312,0.1172906160354614,0.0733736604452133,0.060668259859085
1979,True,2.906755924224853,0.9720008969306946,0.5675333142280579,0.3111570179462433,0.0370187759399414
1980,True,2.3213109970092773,0.2113601267337799,0.1369581222534179,0.0981259196996688,0.1007776856422424
1981,True,2.508521556854248,0.2787111103534698,0.4437293708324432,0.121531143784523,0.1297139525413513
1982,True,2.469684362411499,0.7272816896438599,0.6914598941802979,0.4108474850654602,0.0327602624893188
1983,True,2.657280683517456,0.1707389652729034,0.0938005447387695,0.0733776241540908,0.2057954967021942
1984,True,2.094621181488037,0.4090406596660614,0.8770540952682495,0.3991777300834656,0.350443571805954
1985,True,2.475533962249756,0.2229481041431427,0.1723768711090088,0.1028761714696884,0.0922197997570037
1986,True,1.2490159273147583,0.0567126497626304,0.0457908511161804,0.0244149416685104,0.1110813319683075
1987,True,2.580841302871704,0.2738827764987945,0.4206405878067016,0.1083477884531021,0.1630164682865142
1988,True,3.5996553897857666,0.6492771506309509,0.6636223793029785,0.4618274569511413,0.1059691905975341
1989,True,3.638341188430786,0.8406828045845032,0.8734393119812012,0.5168033242225647,0.1295323371887207
1990,True,2.6487274169921875,0.893661379814148,0.7836496233940125,0.4652114808559418,0.0294800400733947
1991,True,2.5238230228424072,0.2163179814815521,0.2013037800788879,0.1003847271203994,0.1041882336139679
1992,True,2.4113049507141118,0.1764740645885467,0.1364853382110595,0.0661600083112716,0.2007642090320587
1993,True,2.591712951660156,0.132502943277359,0.0815721750259399,0.0561683624982833,0.1793199777603149
1994,True,3.467916965484619,0.7584367394447327,0.8208404183387756,0.4589601159095764,0.1210041046142578
1995,True,1.1022008657455444,0.0277823433279991,0.0173401236534118,0.0135305970907211,0.1384999752044677
1996,True,2.5023529529571533,0.2423723936080932,0.3678239583969116,0.1088771075010299,0.0925230085849762
1997,True,2.5474853515625,0.2065214216709137,0.2023245692253112,0.093804731965065,0.1213382482528686
1998,True,2.634852647781372,0.1407854259014129,0.0670958757400512,0.0571163743734359,0.2014934718608856
1999,True,2.534970283508301,0.2134202420711517,0.2063345313072204,0.1038302928209304,0.079853355884552
2000,True,3.424642562866211,0.7350261807441711,0.6373827457427979,0.4736524820327759,0.1622935533523559
2001,True,2.485931873321533,0.2090167701244354,0.209033727645874,0.1006883233785629,0.0885996222496032
2002,True,2.5291976928710938,0.2461087703704834,0.4034309685230255,0.1159412711858749,0.1127206087112426
2003,True,1.3231593370437622,0.2442716360092163,0.2110927700996399,0.0718560069799423,0.1365210711956024
2004,True,3.499706745147705,0.6965672969818115,0.5418827533721924,0.4577815532684326,0.209971934556961
2005,True,2.564326763153076,0.2682877480983734,0.3956574499607086,0.0992891043424606,0.179833710193634
2006,True,3.2728476524353027,0.967040717601776,1.1156220436096191,0.7708521485328674,0.1242904961109161
2007,True,2.9650301933288574,0.983460009098053,0.566371500492096,0.6069614291191101,0.2569398880004883
2008,True,2.97696304321289,0.1868347227573394,0.1540903449058532,0.1356343179941177,0.4340953230857849
2009,True,2.63897705078125,0.1992991268634796,0.086859107017517,0.0734836310148239,0.2309809178113937
2010,True,3.522743225097656,0.6881281733512878,0.7057337164878845,0.4866006374359131,0.1230847835540771
2011,True,3.587902784347534,0.6655021905899048,0.6274991035461426,0.4806603789329529,0.1002251803874969
2012,True,2.8057329654693604,0.2596023082733154,0.2162609696388244,0.1157298237085342,0.3432330787181854
2013,True,2.5943336486816406,0.1338904798030853,0.0955415964126586,0.0537587255239486,0.1586162149906158
2014,True,2.617077350616455,0.1867668330669403,0.1627637147903442,0.0657838135957717,0.0591333508491516
2015,True,2.818260669708252,0.2155822515487671,0.5429893136024475,0.1539699286222458,0.1336875855922699
2016,True,3.520903348922729,0.6240090727806091,0.6428208351135254,0.4542384743690491,0.0980937480926513
2017,True,3.2651000022888184,0.633852481842041,0.6921243667602539,0.4772202372550964,0.1553375720977783
2018,True,2.5628223419189453,0.1787616908550262,0.0982835292816162,0.0765801519155502,0.1528529822826385
2019,True,3.621604681015015,0.6692465543746948,0.6974858045578003,0.4829524159431457,0.1075127124786377
2020,True,2.5029001235961914,0.1366771161556244,0.0770277976989746,0.0588382929563522,0.1709499955177307
2021,True,2.580611228942871,0.2327928841114044,0.5415250062942505,0.1402069479227066,0.119829922914505
2022,True,2.491877317428589,0.1976483762264251,0.1277223825454712,0.0733348578214645,0.2929381132125854
