gname,pragma,acutal-perf,predicted-perf,acutal-util-LUT,predicted-util-LUT,acutal-util-FF,predicted-util-FF,acutal-util-DSP,predicted-util-DSP,acutal-util-BRAM,predicted-util-BRAM
gemm-ncubed,1.0-8.0-8.0-50.0-1.0-1.0-8.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.4528465270996094,0.0,0.029270373284816742,0.0,0.019381985068321228,0.0,0.003017127513885498,0.0,0.011968284845352173
gemm-ncubed,1.0-1.0-8.0-50.0-50.0-1.0-4.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.5316176414489746,0.0,0.015939436852931976,0.0,0.017707452178001404,0.0,0.007744252681732178,0.0,0.019556492567062378
gemm-ncubed,1.0-1.0-32.0-1.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.8487863540649414,0.03999999910593033,0.025429390370845795,0.009999999776482582,0.010454639792442322,0.009999999776482582,0.008302807807922363,0.029999999329447746,0.0236814022064209
gemm-ncubed,1.0-16.0-1.0-50.0-100.0-1.0-4.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,6.389725208282471,0.0,1.44413161277771,0.0,0.6407652497291565,0.0,1.6305564641952515,0.0,0.011757731437683105
gemm-ncubed,2.0-4.0-64.0-50.0-1.0-1.0-8.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,5.007862567901611,0.0,0.1785435974597931,0.0,0.09761969745159149,0.0,0.26007843017578125,0.0,0.011598587036132812
gemm-ncubed,4.0-1.0-1.0-1.0-100.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,0.9931115508079529,0.0,0.06823565810918808,0.0,0.04404561221599579,0.0,0.0893629789352417,0.0,0.01759934425354004
gemm-ncubed,1.0-16.0-2.0-50.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.714659571647644,0.0,0.010056160390377045,0.0,0.0041940659284591675,0.0,0.009081006050109863,0.0,0.017951995134353638
gemm-ncubed,1.0-16.0-16.0-1.0-1.0-1.0-4.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.564338207244873,0.019999999552965164,0.007128022611141205,0.009999999776482582,0.01935182511806488,0.0,0.0031438469886779785,0.019999999552965164,0.011696875095367432
gemm-ncubed,1.0-32.0-16.0-1.0-50.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.4322943687438965,0.019999999552965164,0.01703765243291855,0.009999999776482582,0.013165459036827087,0.0,-0.0007566330023109913,0.019999999552965164,0.017592668533325195
gemm-ncubed,1.0-2.0-1.0-1.0-1.0-1.0-8.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,0.9359704256057739,0.0,0.045377396047115326,0.0,-0.001648451667279005,0.0,-0.020517563447356224,0.0,0.025557398796081543
gemm-ncubed,4.0-8.0-4.0-1.0-50.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.1343390941619873,0.0,0.026035569608211517,0.0,0.026901409029960632,0.0,0.002756357192993164,0.0,0.013855338096618652
gemm-ncubed,1.0-8.0-32.0-50.0-1.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.792884111404419,0.0,0.05126907676458359,0.0,0.044321104884147644,0.0,0.006963491439819336,0.0,0.01356557011604309
gemm-ncubed,2.0-4.0-64.0-1.0-1.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,4.625275135040283,0.0,0.16762766242027283,0.0,0.11208544671535492,0.0,0.20997464656829834,0.0,0.014426052570343018
gemm-ncubed,2.0-2.0-64.0-1.0-1.0-1.0-8.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,4.6510844230651855,0.0,0.09760227054357529,0.0,0.07059715688228607,0.0,0.0905809998512268,0.0,0.012413710355758667
gemm-ncubed,2.0-4.0-16.0-50.0-50.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.657174825668335,0.0,0.02376832813024521,0.0,0.02628682553768158,0.0,0.002023160457611084,0.0,0.016192615032196045
gemm-ncubed,2.0-1.0-64.0-1.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,5.3169660568237305,0.10000000149011612,0.08558305352926254,0.03999999910593033,0.04384784400463104,0.10000000149011612,0.09633678197860718,0.009999999776482582,0.010933876037597656
gemm-ncubed,1.0-4.0-8.0-1.0-1.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.6477783918380737,0.0,0.0181746706366539,0.0,0.01656268537044525,0.0,0.0066075921058654785,0.0,0.02600798010826111
gemm-ncubed,2.0-32.0-1.0-50.0-100.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,5.737995624542236,1.7400000095367432,1.755060076713562,1.100000023841858,1.1028780937194824,3.2699999809265137,3.261359453201294,0.009999999776482582,0.007783800363540649
gemm-ncubed,1.0-2.0-4.0-1.0-1.0-1.0-8.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.6780732870101929,0.0,0.03043176978826523,0.0,0.010411903262138367,0.0,0.005422711372375488,0.0,0.025807708501815796
gemm-ncubed,2.0-8.0-16.0-50.0-1.0-1.0-8.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.547119140625,0.0,0.03562983125448227,0.0,0.03636203706264496,0.0,0.0059871673583984375,0.0,0.012437194585800171
gemm-ncubed,2.0-4.0-16.0-50.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.946093201637268,0.0,0.03373553603887558,0.0,0.019346341490745544,0.0,0.006254017353057861,0.0,0.017752766609191895
gemm-ncubed,1.0-8.0-8.0-1.0-50.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.2827260494232178,0.0,0.04512574523687363,0.0,0.04367606341838837,0.0,0.007669031620025635,0.0,0.016613006591796875
gemm-ncubed,1.0-64.0-8.0-50.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.5841338634490967,0.009999999776482582,0.021205507218837738,0.0,0.016381368041038513,0.0,0.007525205612182617,0.009999999776482582,0.020701467990875244
gemm-ncubed,2.0-1.0-16.0-50.0-1.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.0635255575180054,0.0,0.01289435476064682,0.0,0.026137277483940125,0.0,0.0030715465545654297,0.0,0.014404326677322388
gemm-ncubed,2.0-2.0-4.0-1.0-50.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.4312959909439087,0.0,-0.0006969302194193006,0.0,0.01908944547176361,0.0,0.0014656782150268555,0.0,0.023469626903533936
gemm-ncubed,4.0-1.0-64.0-1.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,5.437607288360596,0.10000000149011612,0.12874361872673035,0.03999999910593033,0.05074964463710785,0.10000000149011612,0.08681482076644897,0.009999999776482582,0.012754052877426147
gemm-ncubed,2.0-4.0-16.0-1.0-1.0-1.0-8.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.1226658821105957,0.0,0.03567405790090561,0.0,0.02284751832485199,0.0,0.0074353814125061035,0.0,0.012822210788726807
gemm-ncubed,1.0-4.0-8.0-50.0-50.0-1.0-4.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.405656337738037,0.0,0.03366687148809433,0.0,0.019709929823875427,0.0,0.006318151950836182,0.0,0.018779337406158447
gemm-ncubed,1.0-1.0-16.0-1.0-1.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.0508544445037842,0.019999999552965164,0.02163674682378769,0.009999999776482582,0.013477906584739685,0.0,0.006998717784881592,0.019999999552965164,0.017984628677368164
gemm-ncubed,2.0-1.0-4.0-50.0-1.0-1.0-4.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.5044282674789429,0.0,-0.0046313488855957985,0.0,0.03063569962978363,0.0,0.00380098819732666,0.0,0.01291191577911377
gemm-ncubed,2.0-8.0-32.0-50.0-50.0-1.0-8.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.4164819717407227,0.0,0.046188317239284515,0.0,0.036882802844047546,0.0,0.007691740989685059,0.0,0.010953456163406372
gemm-ncubed,1.0-4.0-2.0-1.0-50.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.5281800031661987,0.009999999776482582,0.005505166947841644,0.0,0.013651177287101746,0.0,0.017756938934326172,0.019999999552965164,0.01941859722137451
gemm-ncubed,1.0-2.0-32.0-1.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.0285124778747559,0.03999999910593033,0.03220083564519882,0.019999999552965164,0.024449333548545837,0.009999999776482582,0.011246323585510254,0.019999999552965164,0.02613908052444458
gemm-ncubed,2.0-4.0-4.0-1.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.729477047920227,0.0,0.026739560067653656,0.0,0.017357155680656433,0.0,0.005930840969085693,0.0,0.014367341995239258
gemm-ncubed,2.0-16.0-16.0-50.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.5412073135375977,0.0,0.04253997653722763,0.0,0.033233508467674255,0.0,0.0026071667671203613,0.0,0.013098597526550293
gemm-ncubed,1.0-8.0-2.0-1.0-1.0-1.0-4.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.6759053468704224,0.0,0.019269131124019623,0.0,0.040263280272483826,0.0,0.008652091026306152,0.0,0.011608242988586426
gemm-ncubed,2.0-2.0-16.0-1.0-50.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.3066319227218628,0.0,-0.013659363612532616,0.0,0.020236119627952576,0.0,0.0031371712684631348,0.0,0.02505195140838623
gemm-ncubed,2.0-16.0-1.0-1.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,0.9628511667251587,0.0,0.038451217114925385,0.0,0.025982007384300232,0.0,-0.012528314255177975,0.0,0.014605492353439331
gemm-ncubed,2.0-4.0-1.0-50.0-50.0-1.0-8.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,0.7470585703849792,0.0,0.05639483779668808,0.0,0.028649672865867615,0.0,-0.0022674088831990957,0.0,0.013780713081359863
gemm-ncubed,2.0-8.0-16.0-1.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.593567132949829,0.0,0.042796872556209564,0.0,0.03527878224849701,0.0,0.005278885364532471,0.0,0.014912456274032593
gemm-ncubed,2.0-8.0-8.0-50.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.4051871299743652,0.0,0.04193391650915146,0.0,0.029424592852592468,0.0,0.0038771629333496094,0.0,0.01332920789718628
gemm-ncubed,2.0-2.0-1.0-50.0-100.0-1.0-8.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,5.075390338897705,0.0,0.1901319921016693,0.0,0.08726416528224945,0.0,0.32042407989501953,0.0,0.01811179518699646
gemm-ncubed,1.0-1.0-16.0-50.0-50.0-1.0-4.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.5068484544754028,0.0,0.022453688085079193,0.0,0.017559096217155457,0.0,0.008671998977661133,0.0,0.019717276096343994
gemm-ncubed,1.0-1.0-64.0-50.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,5.413913249969482,0.0,0.11246266216039658,0.0,0.030464693903923035,0.0,0.15177422761917114,0.0,0.02038612961769104
gemm-ncubed,1.0-16.0-2.0-1.0-50.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.7289015054702759,0.009999999776482582,0.010695062577724457,0.0,0.0054578036069869995,0.0,0.010936856269836426,0.019999999552965164,0.017662346363067627
gemm-ncubed,2.0-1.0-64.0-50.0-1.0-1.0-4.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,2.930142879486084,0.0,0.07859679311513901,0.0,0.05179433524608612,0.0,0.08761322498321533,0.0,0.010226428508758545
gemm-ncubed,2.0-8.0-32.0-50.0-50.0-1.0-4.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,3.0566515922546387,0.0,0.03557034581899643,0.0,0.04640744626522064,0.0,0.004088282585144043,0.0,0.009360969066619873
gemm-ncubed,2.0-4.0-32.0-50.0-1.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,3.0274205207824707,0.0,0.026238642632961273,0.0,0.01933102309703827,0.0,0.0022658705711364746,0.0,0.014024853706359863
