ids,valid,predicted-perf,predicted-util-LUT,predicted-util-DSP,predicted-util-FF,predicted-util-BRAM
1353,True,4.491726398468018,0.5938823223114014,1.3214826583862305,0.4589840173721313,0.0170454978942871
1354,True,3.707493305206299,0.5931823253631592,1.472782850265503,0.4130192995071411,0.0254261493682861
1355,True,2.451454162597656,0.0634796842932701,0.0064239501953125,0.0077152103185653,0.0117884874343872
1356,True,2.086220026016236,0.0343542322516441,0.0122632384300231,0.0145560950040817,0.0074490010738372
1357,True,3.9847216606140137,0.6641888618469238,1.436636209487915,0.4559261798858642,0.0281202793121337
1358,True,4.480173587799072,0.9119417667388916,1.2713347673416138,0.4579637050628662,0.0368192791938781
1359,True,3.2323436737060547,0.2354789078235626,0.403622418642044,0.0471883863210678,0.0192025005817413
1360,True,3.720974922180176,0.5908403396606445,1.469019055366516,0.4125512242317199,0.0250930190086364
1361,True,1.8596762418746948,0.0982823595404625,0.020099937915802,0.1128660291433334,0.0194464325904846
1362,True,3.468256950378418,0.0530321821570396,0.0116529464721679,0.0172616094350814,0.0096977949142456
1363,True,3.12438440322876,0.077851615846157,0.0278576612472534,0.1329258531332016,0.0161405205726623
1364,True,1.7317838668823242,0.0825623497366905,0.0077816247940063,0.0290803164243698,0.0065950751304626
1365,True,4.598949909210205,0.6235764026641846,1.3355586528778076,0.4253696799278259,0.0188897252082824
1366,True,2.049631357192993,0.0278734788298606,0.0095778703689575,0.0142773240804672,0.0083948373794555
1367,True,2.4308266639709477,0.06450667232275,0.0082731246948242,0.007177397608757,0.0107820630073547
1368,True,2.043924331665039,0.0385421141982078,0.0077815651893615,0.0138029307126998,0.0081112086772918
1369,True,2.8209753036499023,0.0571692809462547,0.0130935907363891,0.0155095905065536,0.0049690604209899
