gname,pragma,acutal-perf,predicted-perf,acutal-util-LUT,predicted-util-LUT,acutal-util-FF,predicted-util-FF,acutal-util-DSP,predicted-util-DSP,acutal-util-BRAM,predicted-util-BRAM
atax,1.0-8.0-1.0-50.0-4.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,3.797691822052002,0.0,0.06187351793050766,0.0,0.04799424111843109,0.0,0.026611328125,0.0,0.027632296085357666
atax,16.0-4.0-31.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,4.704472541809082,0.0,0.2893163859844208,0.0,0.2915661334991455,0.0,0.5810887217521667,0.0,0.0476725697517395
atax,1.0-124.0-1.0-1.0-8.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,3.896127223968506,0.0,0.05118163675069809,0.0,0.11345984041690826,0.0,0.1413443684577942,0.0,0.04103058576583862
atax,1.0-16.0-124.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,3.500277280807495,0.0,0.31132400035858154,0.0,0.17457322776317596,0.0,0.509227991104126,0.0,0.03669404983520508
atax,8.0-8.0-16.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,4.668817520141602,0.0,0.16617003083229065,0.0,0.1712087243795395,0.0,0.33653801679611206,0.0,0.02981051802635193
atax,2.0-1.0-2.0-50.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,3.4766182899475098,0.0,0.05053135007619858,0.0,0.033115729689598083,0.0,0.03260362148284912,0.0,0.029965341091156006
atax,1.0-2.0-31.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,3.199747085571289,0.0,0.03404434770345688,0.0,0.03670893609523773,0.0,0.016277790069580078,0.0,0.03541743755340576
atax,4.0-124.0-2.0-50.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,5.019926071166992,0.0,0.3114239573478699,0.0,0.17036877572536469,0.0,0.3029833436012268,0.0,0.03937405347824097
atax,4.0-32.0-8.0-50.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,4.127444744110107,0.0,0.09560307115316391,0.0,0.06824837625026703,0.0,0.1081235408782959,0.0,0.03174659609794617
atax,8.0-2.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,5.305309772491455,0.0,0.24771425127983093,0.0,0.23311494290828705,0.0,0.43931683897972107,0.0,0.03129163384437561
atax,2.0-32.0-1.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,3.763166904449463,0.0,0.05673714727163315,0.0,0.012437745928764343,0.0,0.02517116069793701,0.0,0.04353439807891846
atax,2.0-4.0-2.0-1.0-4.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,4.190659523010254,0.0,0.07230421155691147,0.0,0.03573094308376312,0.0,0.02853572368621826,0.0,0.028798848390579224
atax,8.0-2.0-32.0-50.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,4.450321674346924,0.0,0.1576831042766571,0.0,0.16022281348705292,0.0,0.2715691924095154,0.0,0.03411942720413208
atax,29.0-1.0-16.0-50.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,4.70530366897583,0.0,0.675969123840332,0.0,0.35445451736450195,0.0,0.793830156326294,0.0,0.03725463151931763
atax,1.0-8.0-124.0-1.0-2.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,3.540602684020996,0.0,0.2997378706932068,0.0,0.18991880118846893,0.0,0.5066556930541992,0.0,0.03153318166732788
