gname,pragma,acutal-perf,predicted-perf,acutal-util-LUT,predicted-util-LUT,acutal-util-FF,predicted-util-FF,acutal-util-DSP,predicted-util-DSP,acutal-util-BRAM,predicted-util-BRAM
heat-3d,1.0-1.0-100.0-100.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,0.34450268745422363,0.0,2.1513640880584717,0.0,1.4393279552459717,0.0,3.9250142574310303,0.0,-0.005770954303443432
heat-3d,1.0-1.0-1.0-1.0-100.0-1.0-8.0-1.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.6604503393173218,0.0,0.15362539887428284,0.0,0.06881396472454071,0.0,0.1420338749885559,0.0,0.04552668333053589
heat-3d,1.0-1.0-1.0-1.0-100.0-1.0-1.0-1.0-1.0-8.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,-0.015387911349534988,0.3700000047683716,0.3446417450904846,0.1899999976158142,0.1722191423177719,0.4300000071525574,0.43287399411201477,0.17000000178813934,0.17644131183624268
heat-3d,32.0-1.0-1.0-1.0-100.0-1.0-1.0-1.0-18.0-8.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,0.08521996438503265,0.0,0.29863107204437256,0.0,0.15368704497814178,0.0,0.2840620279312134,0.0,0.13022223114967346
heat-3d,10.0-1.0-50.0-1.0-100.0-1.0-1.0-2.0-18.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,0.30793166160583496,0.0,0.09905382245779037,0.0,0.08844266831874847,0.0,0.17820239067077637,0.0,0.02471238374710083
heat-3d,40.0-1.0-1.0-1.0-100.0-1.0-1.0-18.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.6142810583114624,0.0,0.16978004574775696,0.0,0.06768427789211273,0.0,0.09350132942199707,0.0,0.056558459997177124
heat-3d,8.0-1.0-50.0-1.0-100.0-1.0-1.0-2.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,0.3090061545372009,0.0,0.11818774789571762,0.0,0.09732414782047272,0.0,0.17842745780944824,0.0,0.015261739492416382
heat-3d,1.0-100.0-1.0-1.0-1.0-1.0-8.0-1.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,1.8600852489471436,0.0,0.46419376134872437,0.0,0.300672709941864,0.0,0.7559739351272583,0.0,0.1125955581665039
heat-3d,32.0-1.0-50.0-1.0-100.0-1.0-1.0-2.0-18.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,0.48766982555389404,0.0,0.15509095788002014,0.0,0.10887406766414642,0.0,0.136633038520813,0.0,0.0665547251701355
heat-3d,16.0-1.0-1.0-1.0-100.0-1.0-1.0-2.0-1.0-1.0-1.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0-0.0,11.626748085021973,0.36340731382369995,0.0,0.13192883133888245,0.0,0.11338751018047333,0.0,0.19331157207489014,0.0,0.06004786491394043
