ids,valid,predicted-perf,predicted-util-LUT,predicted-util-DSP,predicted-util-FF,predicted-util-BRAM
3020,True,2.783559083938598,0.028690718114376,0.0106624960899353,0.0156917423009872,0.2263299524784088
3021,True,3.119293212890625,0.1486200988292694,0.0519626140594482,0.0645247548818588,0.3753235638141632
3022,True,4.116539001464844,3.551720380783081,6.917457580566406,2.40765118598938,0.0575596988201141
3023,True,2.777648687362671,0.0490706786513328,0.0474629998207092,0.0648397356271743,0.3806931376457214
3024,True,2.6963367462158203,0.0534392818808555,0.1138383746147155,0.0699606984853744,0.2279006242752075
3025,True,2.5531392097473145,0.0601765736937522,0.098828911781311,0.0498164147138595,0.2624387443065643
3026,True,3.9491782188415527,2.6903440952301025,7.014275550842285,2.60685133934021,0.3700833916664123
3027,True,3.445868492126465,0.2720370292663574,0.6242666244506836,0.1757300645112991,0.4526497423648834
3028,True,2.9757156372070312,0.0637410506606102,0.1236633658409118,0.0457464903593063,0.3242426216602325
3029,True,3.810288190841675,0.6283787488937378,0.6437540650367737,0.4127182960510254,0.2064001262187957
3030,True,3.458752155303955,0.3102175295352936,0.6782805919647217,0.2153452485799789,0.4489062428474426
3031,True,2.968636512756348,0.0629644617438316,0.2074239253997802,0.043648287653923,0.225063294172287
3032,True,2.493294239044189,0.0937897786498069,0.3739193677902221,0.0643181651830673,0.3391842246055603
3033,True,2.928826332092285,0.059787593781948,0.0475549697875976,0.0479917377233505,0.2508860528469085
3034,True,2.851202726364136,0.1227607950568199,0.2294480204582214,0.0572406500577926,0.3975527286529541
3035,True,1.80170738697052,0.3020893037319183,0.6076666116714478,0.195601612329483,0.2717455327510834
3036,True,2.810697555541992,3.813157558441162,6.29616641998291,1.796547770500183,0.0800498723983764
3037,True,2.9513702392578125,0.0550883039832115,0.0320551395416259,0.0233343094587326,0.4010373651981354
3038,True,3.404348373413086,0.2954908311367035,0.6296436786651611,0.1950378566980362,0.2364297062158584
3039,True,2.859229564666748,0.0765668973326683,0.1215666532516479,0.0509633868932724,0.2922519743442535
3040,True,2.6025266647338867,0.0419692620635032,0.1437723636627197,0.0470095127820968,0.2190821021795272
3041,True,3.463547706604004,0.3022503554821014,0.656890869140625,0.2050210237503051,0.2097302377223968
3042,True,2.930315494537353,0.0764550194144249,0.1015952229499816,0.053028330206871,0.2934794425964355
3043,True,3.0730538368225098,0.0895604118704795,0.1264637112617492,0.1035799235105514,0.2777635455131531
3044,True,3.469655513763428,0.3250370919704437,0.6728419065475464,0.168676272034645,0.4632025957107544
3045,True,3.559542179107666,0.406478077173233,0.148252248764038,0.3713593184947967,0.4208740890026092
3046,True,2.700827121734619,0.094857357442379,0.2392503023147583,0.0483321398496627,0.2528673112392425
3047,True,2.409860372543335,0.0155027732253074,0.0060064792633056,0.0084821432828903,0.0987187623977661
3048,True,2.837682247161865,0.0502010807394981,0.0535258650779724,0.0267518609762191,0.2678376138210296
3049,True,1.4465900659561155,-0.0041557755321264,0.0012339949607849,0.0062813013792037,0.0736393332481384
3050,True,2.961466789245605,0.0629667267203331,0.1056838035583496,0.0554095655679702,0.2540432810783386
3051,True,2.7927701473236084,0.054665170609951,0.0675356388092041,0.0349060148000717,0.4893456101417541
3052,True,2.9728450775146484,0.0656557902693748,0.0518752932548522,0.0849792510271072,0.2331674396991729
